#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
589	chr5	623052	623440	CpG: 28	388	28	247	14.4	63.7	0.72
589	chr5	643312	643554	CpG: 18	242	18	157	14.9	64.9	0.73
589	chr5	645940	646176	CpG: 18	236	18	137	15.3	58.1	0.91
590	chr5	662168	663287	CpG: 95	1119	95	715	17	63.9	0.84
590	chr5	665072	665286	CpG: 17	214	17	141	15.9	65.9	0.73
590	chr5	665944	666186	CpG: 19	242	19	161	15.7	66.5	0.73
590	chr5	667844	668474	CpG: 61	630	61	430	19.4	68.3	0.88
590	chr5	677698	678020	CpG: 26	322	26	216	16.1	67.1	0.73
590	chr5	690965	691261	CpG: 24	296	24	188	16.2	63.5	0.81
590	chr5	692566	694262	CpG: 174	1696	174	1131	20.5	66.7	0.92
590	chr5	750876	751185	CpG: 24	309	24	215	15.5	69.6	0.64
590	chr5	755758	756139	CpG: 27	381	27	246	14.2	64.6	0.69
590	chr5	783947	785594	CpG: 168	1647	168	1136	20.4	69	0.86
591	chr5	843343	843652	CpG: 24	309	24	215	15.5	69.6	0.64
591	chr5	848274	848655	CpG: 27	381	27	246	14.2	64.6	0.69
591	chr5	865202	865527	CpG: 25	325	25	216	15.4	66.5	0.7
591	chr5	880865	881162	CpG: 23	297	23	192	15.5	64.6	0.75
591	chr5	892407	893317	CpG: 87	910	87	545	19.1	59.9	1.09
591	chr5	912379	912746	CpG: 38	367	38	235	20.7	64	1.11
592	chr5	926471	927286	CpG: 77	815	77	552	18.9	67.7	0.83
592	chr5	958670	959057	CpG: 32	387	32	250	16.5	64.6	0.8
592	chr5	1003822	1005572	CpG: 154	1750	154	1118	17.6	63.9	0.86
592	chr5	1008600	1009924	CpG: 133	1324	133	838	20.1	63.3	1.01
592	chr5	1025215	1025514	CpG: 23	299	23	205	15.4	68.6	0.71
592	chr5	1037849	1038311	CpG: 35	462	35	327	15.2	70.8	0.62
593	chr5	1054504	1054765	CpG: 22	261	22	172	16.9	65.9	0.78
593	chr5	1056206	1056471	CpG: 21	265	21	174	15.8	65.7	0.74
593	chr5	1060469	1060694	CpG: 19	225	19	158	16.9	70.2	0.7
593	chr5	1060924	1061607	CpG: 74	683	74	447	21.7	65.4	1.11
593	chr5	1064017	1064353	CpG: 40	336	40	241	23.8	71.7	0.93
593	chr5	1068631	1068885	CpG: 20	254	20	169	15.7	66.5	0.71
593	chr5	1073445	1073908	CpG: 34	463	34	316	14.7	68.3	0.63
593	chr5	1077729	1077941	CpG: 19	212	19	149	17.9	70.3	0.73
593	chr5	1079914	1080376	CpG: 40	462	40	330	17.3	71.4	0.69
593	chr5	1083763	1084054	CpG: 26	291	26	195	17.9	67	0.8
593	chr5	1084362	1084597	CpG: 21	235	21	157	17.9	66.8	0.81
593	chr5	1085025	1085732	CpG: 66	707	66	495	18.7	70	0.76
593	chr5	1086947	1087247	CpG: 30	300	30	197	20	65.7	0.93
593	chr5	1087418	1087794	CpG: 27	376	27	234	14.4	62.2	0.74
593	chr5	1088128	1088349	CpG: 20	221	20	149	18.1	67.4	0.8
593	chr5	1088706	1089161	CpG: 35	455	35	301	15.4	66.2	0.7
593	chr5	1093464	1093722	CpG: 23	258	23	182	17.8	70.5	0.72
593	chr5	1099279	1099621	CpG: 23	342	23	235	13.5	68.7	0.61
593	chr5	1099828	1100649	CpG: 56	821	56	510	13.6	62.1	0.71
593	chr5	1108687	1108936	CpG: 18	249	18	168	14.5	67.5	0.64
593	chr5	1111281	1112273	CpG: 114	992	114	739	23	74.5	0.83
593	chr5	1155124	1156351	CpG: 118	1227	118	785	19.2	64	0.94
593	chr5	1170587	1170826	CpG: 17	239	17	125	14.2	52.3	1.13
594	chr5	1193608	1193868	CpG: 23	260	23	172	17.7	66.2	0.81
594	chr5	1195931	1196132	CpG: 20	201	20	138	19.9	68.7	0.92
594	chr5	1201328	1202023	CpG: 51	695	51	482	14.7	69.4	0.61
594	chr5	1206930	1207414	CpG: 38	484	38	335	15.7	69.2	0.66
594	chr5	1212352	1212553	CpG: 16	201	16	136	15.9	67.7	0.7
594	chr5	1213371	1213584	CpG: 18	213	18	143	16.9	67.1	0.93
594	chr5	1216524	1216966	CpG: 32	442	32	273	14.5	61.8	0.77
594	chr5	1218372	1218589	CpG: 16	217	16	135	14.7	62.2	0.77
594	chr5	1226861	1227190	CpG: 41	329	41	231	24.9	70.2	1.15
594	chr5	1242329	1242549	CpG: 16	220	16	147	14.5	66.8	0.65
594	chr5	1243534	1243835	CpG: 22	301	22	202	14.6	67.1	0.65
594	chr5	1245786	1246505	CpG: 67	719	67	521	18.6	72.5	0.71
594	chr5	1253622	1253836	CpG: 16	214	16	152	15	71	0.6
594	chr5	1256853	1257107	CpG: 21	254	21	175	16.5	68.9	0.71
594	chr5	1270663	1270986	CpG: 26	323	26	208	16.1	64.4	0.78
594	chr5	1272553	1272875	CpG: 20	322	20	198	12.4	61.5	1.06
594	chr5	1273134	1273386	CpG: 16	252	16	156	12.7	61.9	1.07
594	chr5	1277352	1277598	CpG: 18	246	18	154	14.6	62.6	0.75
594	chr5	1282534	1283129	CpG: 37	595	37	386	12.4	64.9	0.65
594	chr5	1285983	1286240	CpG: 21	257	21	161	16.3	62.6	0.84
594	chr5	1289160	1295855	CpG: 485	6695	485	4231	14.5	63.2	0.73
595	chr5	1334962	1335165	CpG: 18	203	18	139	17.7	68.5	0.77
595	chr5	1339547	1339967	CpG: 27	420	27	259	12.9	61.7	0.68
595	chr5	1344430	1345354	CpG: 129	924	129	703	27.9	76.1	0.97
595	chr5	1385863	1386747	CpG: 72	884	72	603	16.3	68.2	0.7
595	chr5	1416677	1416889	CpG: 16	212	16	122	15.1	57.5	1.03
596	chr5	1444144	1444352	CpG: 15	208	15	129	14.4	62	0.75
596	chr5	1444563	1446431	CpG: 197	1868	197	1268	21.1	67.9	0.92
596	chr5	1463228	1463736	CpG: 45	508	45	333	17.7	65.6	0.83
596	chr5	1465959	1466342	CpG: 28	383	28	239	14.6	62.4	0.75
596	chr5	1466675	1466885	CpG: 18	210	18	138	17.1	65.7	0.82
596	chr5	1467716	1468148	CpG: 32	432	32	296	14.8	68.5	0.65
596	chr5	1483648	1483954	CpG: 22	306	22	174	14.4	56.9	0.89
596	chr5	1489684	1489956	CpG: 19	272	19	156	14	57.4	0.86
596	chr5	1494738	1495172	CpG: 44	434	44	297	20.3	68.4	0.87
596	chr5	1522910	1524473	CpG: 148	1563	148	1010	18.9	64.6	0.91
596	chr5	1552920	1553154	CpG: 18	234	18	157	15.4	67.1	0.68
596	chr5	1570047	1570259	CpG: 21	212	21	137	19.8	64.6	1.02
597	chr5	1594123	1594912	CpG: 89	789	89	576	22.6	73	0.85
597	chr5	1633455	1634109	CpG: 79	654	79	504	24.2	77.1	0.85
597	chr5	1645009	1645597	CpG: 47	588	47	385	16	65.5	0.75
597	chr5	1653865	1654153	CpG: 24	288	24	168	16.7	58.3	1
597	chr5	1663615	1664225	CpG: 67	610	67	472	22	77.4	0.9
597	chr5	1667072	1667966	CpG: 86	894	86	555	19.2	62.1	1
597	chr5	1702170	1702463	CpG: 22	293	22	166	15	56.7	0.95
598	chr5	1725068	1725305	CpG: 20	237	20	160	16.9	67.5	0.74
598	chr5	1725871	1726212	CpG: 26	341	26	216	15.2	63.3	0.76
598	chr5	1728958	1729167	CpG: 24	209	24	139	23	66.5	1.06
598	chr5	1729659	1729892	CpG: 23	233	23	172	19.7	73.8	0.75
598	chr5	1745419	1745736	CpG: 23	317	23	195	14.5	61.5	0.77
598	chr5	1746254	1746935	CpG: 50	681	50	420	14.7	61.7	0.78
598	chr5	1768799	1769580	CpG: 68	781	68	546	17.4	69.9	0.73
598	chr5	1799347	1801791	CpG: 185	2444	185	1410	15.1	57.7	0.91
599	chr5	1851228	1851450	CpG: 17	222	17	148	15.3	66.7	0.7
599	chr5	1856659	1858330	CpG: 125	1671	125	1101	15	65.9	0.7
599	chr5	1874793	1878918	CpG: 290	4125	290	2471	14.1	59.9	0.79
599	chr5	1879575	1879814	CpG: 25	239	25	155	20.9	64.9	1.01
599	chr5	1881810	1887629	CpG: 466	5819	466	3637	16	62.5	0.82
599	chr5	1930640	1931872	CpG: 110	1232	110	890	17.9	72.2	0.69
599	chr5	1948880	1949113	CpG: 19	233	19	153	16.3	65.7	0.76
599	chr5	1950510	1951557	CpG: 91	1047	91	647	17.4	61.8	0.91
600	chr5	2007201	2007765	CpG: 38	564	38	360	13.5	63.8	0.66
600	chr5	2008073	2008314	CpG: 20	241	20	156	16.6	64.7	0.81
600	chr5	2038413	2038835	CpG: 51	422	51	317	24.2	75.1	0.86
601	chr5	2111722	2112370	CpG: 50	648	50	390	15.4	60.2	0.87
601	chr5	2136683	2137191	CpG: 46	508	46	344	18.1	67.7	0.96
601	chr5	2180137	2180353	CpG: 18	216	18	154	16.7	71.3	0.7
604	chr5	2564383	2564638	CpG: 27	255	27	175	21.2	68.6	0.97
605	chr5	2642991	2643195	CpG: 19	204	19	141	18.6	69.1	0.78
605	chr5	2738839	2741123	CpG: 196	2284	196	1585	17.2	69.4	0.71
605	chr5	2743352	2743636	CpG: 37	284	37	209	26.1	73.6	0.97
606	chr5	2866585	2866891	CpG: 23	306	23	173	15	56.5	0.94
609	chr5	3187985	3188261	CpG: 22	276	22	167	15.9	60.5	0.88
610	chr5	3305473	3305896	CpG: 35	423	35	282	16.5	66.7	0.77
610	chr5	3324530	3324859	CpG: 24	329	24	227	14.6	69	0.62
610	chr5	3326214	3326531	CpG: 26	317	26	181	16.4	57.1	1.01
611	chr5	3535516	3536241	CpG: 53	725	53	464	14.6	64	0.71
612	chr5	3590530	3591886	CpG: 112	1356	112	843	16.5	62.2	0.86
612	chr5	3592277	3592530	CpG: 21	253	21	177	16.6	70	0.68
612	chr5	3594353	3603136	CpG: 618	8783	618	5033	14.1	57.3	0.86
612	chr5	3606374	3607021	CpG: 56	647	56	423	17.3	65.4	0.81
614	chr5	3854422	3854682	CpG: 22	260	22	170	16.9	65.4	0.79
615	chr5	3962172	3962398	CpG: 17	226	17	129	15	57.1	0.93
622	chr5	4866204	4866517	CpG: 39	313	39	205	24.9	65.5	1.21
624	chr5	5139328	5140828	CpG: 148	1500	148	1021	19.7	68.1	0.87
625	chr5	5303150	5303376	CpG: 18	226	18	150	15.9	66.4	0.72
626	chr5	5422012	5423138	CpG: 108	1126	108	738	19.2	65.5	0.89
626	chr5	5495048	5495264	CpG: 17	216	17	148	15.7	68.5	0.7
629	chr5	5886949	5887415	CpG: 37	466	37	301	15.9	64.6	0.77
633	chr5	6378178	6378733	CpG: 53	555	53	386	19.1	69.5	0.79
634	chr5	6448640	6449404	CpG: 67	764	67	425	17.5	55.6	1.13
635	chr5	6582769	6583694	CpG: 100	925	100	665	21.6	71.9	0.84
635	chr5	6632627	6634049	CpG: 149	1422	149	977	21	68.7	0.91
636	chr5	6712202	6714787	CpG: 357	2585	357	1853	27.6	71.7	1.08
636	chr5	6737591	6737891	CpG: 21	300	21	166	14	55.3	0.92
636	chr5	6773826	6774460	CpG: 63	634	63	500	19.9	78.9	1.36
637	chr5	6822952	6823164	CpG: 16	212	16	147	15.1	69.3	0.64
640	chr5	7289620	7290040	CpG: 49	420	49	307	23.3	73.1	0.89
640	chr5	7301109	7301327	CpG: 21	218	21	149	19.3	68.3	1.17
641	chr5	7394873	7396547	CpG: 180	1674	180	1244	21.5	74.3	0.78
644	chr5	7849832	7851300	CpG: 112	1468	112	1006	15.3	68.5	0.69
645	chr5	7868750	7869727	CpG: 116	977	116	698	23.7	71.4	0.94
649	chr5	8457319	8458160	CpG: 88	841	88	587	20.9	69.8	0.86
657	chr5	9544580	9546069	CpG: 138	1489	138	1039	18.5	69.8	0.76
657	chr5	9546364	9546603	CpG: 25	239	25	174	20.9	72.8	0.79
663	chr5	10249648	10250888	CpG: 103	1240	103	746	16.6	60.2	0.92
663	chr5	10307408	10307801	CpG: 42	393	42	259	21.4	65.9	1.01
663	chr5	10333110	10333989	CpG: 87	879	87	598	19.8	68	0.87
663	chr5	10353288	10354400	CpG: 125	1112	125	753	22.5	67.7	1.01
664	chr5	10441493	10442400	CpG: 97	907	97	624	21.4	68.8	0.91
665	chr5	10562704	10565568	CpG: 256	2864	256	1887	17.9	65.9	0.83
666	chr5	10638883	10640132	CpG: 218	1249	218	826	34.9	66.1	2.04
666	chr5	10649255	10650240	CpG: 102	985	102	677	20.7	68.7	0.88
667	chr5	10760724	10761813	CpG: 144	1089	144	746	26.4	68.5	1.13
671	chr5	11384569	11385409	CpG: 115	840	115	635	27.4	75.6	0.98
675	chr5	11903438	11904591	CpG: 141	1153	141	779	24.5	67.6	1.07
682	chr5	12794860	12795535	CpG: 46	675	46	437	13.6	64.7	0.66
690	chr5	13810017	13810224	CpG: 26	207	26	153	25.1	73.9	0.93
691	chr5	14011510	14011932	CpG: 48	422	48	296	22.7	70.1	0.94
692	chr5	14142908	14145241	CpG: 278	2333	278	1621	23.8	69.5	0.99
695	chr5	14461043	14461354	CpG: 37	311	37	226	23.8	72.7	0.9
695	chr5	14487733	14488427	CpG: 77	694	77	519	22.2	74.8	0.82
696	chr5	14581388	14582460	CpG: 114	1072	114	740	21.3	69	0.89
696	chr5	14664138	14665106	CpG: 129	968	129	710	26.7	73.3	0.99
698	chr5	14871282	14871502	CpG: 21	220	21	152	19.1	69.1	0.81
698	chr5	14871757	14872262	CpG: 65	505	65	348	25.7	68.9	1.12
703	chr5	15499967	15500814	CpG: 108	847	108	632	25.5	74.6	0.92
706	chr5	15927979	15928409	CpG: 34	430	34	288	15.8	67	0.73
706	chr5	15936532	15937207	CpG: 60	675	60	427	17.8	63.3	0.89
708	chr5	16178955	16180311	CpG: 181	1356	181	995	26.7	73.4	1.01
710	chr5	16465129	16466351	CpG: 105	1222	105	785	17.2	64.2	0.84
711	chr5	16616400	16617319	CpG: 94	919	94	639	20.5	69.5	0.85
712	chr5	16700962	16701666	CpG: 54	704	54	447	15.3	63.5	0.76
714	chr5	16935446	16936539	CpG: 118	1093	118	722	21.6	66.1	0.99
714	chr5	16936644	16936848	CpG: 17	204	17	116	16.7	56.9	1.05
716	chr5	17216380	17218526	CpG: 145	2146	145	1238	13.5	57.7	0.85
716	chr5	17275260	17275889	CpG: 59	629	59	449	18.8	71.4	0.74
717	chr5	17354291	17354629	CpG: 32	338	32	220	18.9	65.1	0.98
718	chr5	17491348	17491764	CpG: 30	416	30	274	14.4	65.9	0.67
719	chr5	17655143	17655614	CpG: 34	471	34	316	14.4	67.1	0.65
739	chr5	20305453	20305827	CpG: 45	374	45	253	24.1	67.6	1.06
748	chr5	21459360	21459743	CpG: 38	383	38	257	19.8	67.1	0.89
777	chr5	25190394	25191004	CpG: 68	610	68	430	22.3	70.5	0.9
782	chr5	25909233	25909542	CpG: 29	309	29	201	18.8	65	0.89
788	chr5	26669439	26669795	CpG: 28	356	28	236	15.7	66.3	0.72
804	chr5	28809293	28810413	CpG: 76	1120	76	745	13.6	66.5	0.61
805	chr5	28927498	28928530	CpG: 93	1032	93	734	18	71.1	0.72
822	chr5	31193845	31194312	CpG: 37	467	37	276	15.8	59.1	0.91
825	chr5	31532003	31532430	CpG: 42	427	42	269	19.7	63	0.99
826	chr5	31638946	31639997	CpG: 107	1051	107	715	20.4	68	0.88
828	chr5	31854897	31855320	CpG: 34	423	34	285	16.1	67.4	0.71
830	chr5	32173492	32174731	CpG: 124	1239	124	794	20	64.1	0.98
831	chr5	32312232	32313363	CpG: 110	1131	110	760	19.5	67.2	0.89
832	chr5	32443647	32445008	CpG: 122	1361	122	841	17.9	61.8	0.94
833	chr5	32585497	32586259	CpG: 89	762	89	547	23.4	71.8	0.91
834	chr5	32709804	32714344	CpG: 296	4540	296	2570	13	56.6	0.82
840	chr5	33440529	33441259	CpG: 55	730	55	444	15.1	60.8	0.82
840	chr5	33501949	33502258	CpG: 25	309	25	223	16.2	72.2	0.62
843	chr5	33892086	33892298	CpG: 25	212	25	164	23.6	77.4	0.82
843	chr5	33936063	33938204	CpG: 173	2141	173	1368	16.2	63.9	0.79
844	chr5	34007691	34008228	CpG: 60	537	60	394	22.3	73.4	0.86
849	chr5	34656018	34657225	CpG: 131	1207	131	890	21.7	73.7	0.81
850	chr5	34838816	34839519	CpG: 69	703	69	456	19.6	64.9	0.94
851	chr5	34915188	34916135	CpG: 83	947	83	594	17.5	62.7	0.89
851	chr5	34929296	34930336	CpG: 125	1040	125	773	24	74.3	0.92
856	chr5	35617753	35618237	CpG: 33	484	33	292	13.6	60.3	0.75
860	chr5	36151395	36152277	CpG: 85	882	85	568	19.3	64.4	0.93
861	chr5	36240901	36242562	CpG: 127	1661	127	953	15.3	57.4	0.93
864	chr5	36690105	36690556	CpG: 45	451	45	316	20	70.1	0.83
865	chr5	36745229	36745480	CpG: 17	251	17	159	13.5	63.3	0.7
866	chr5	36875825	36877558	CpG: 144	1733	144	998	16.6	57.6	1
868	chr5	37208970	37209359	CpG: 28	389	28	245	14.4	63	0.73
869	chr5	37248918	37249681	CpG: 80	763	80	524	21	68.7	0.89
870	chr5	37370844	37371150	CpG: 29	306	29	178	19	58.2	1.12
870	chr5	37379164	37379554	CpG: 38	390	38	262	19.5	67.2	0.87
873	chr5	37834569	37835026	CpG: 51	457	51	331	22.3	72.4	0.85
873	chr5	37836645	37840624	CpG: 297	3979	297	2431	14.9	61.1	0.8
876	chr5	38257782	38259034	CpG: 104	1252	104	843	16.6	67.3	0.75
879	chr5	38556120	38557461	CpG: 151	1341	151	921	22.5	68.7	0.96
881	chr5	38845400	38846374	CpG: 92	974	92	617	18.9	63.3	0.95
883	chr5	39073779	39075134	CpG: 139	1355	139	911	20.5	67.2	0.91
885	chr5	39424790	39425218	CpG: 39	428	39	275	18.2	64.3	0.88
888	chr5	39721446	39721733	CpG: 29	287	29	204	20.2	71.1	0.81
895	chr5	40679400	40681979	CpG: 191	2579	191	1547	14.8	60	0.82
895	chr5	40755435	40756155	CpG: 68	720	68	464	18.9	64.4	0.94
896	chr5	40797549	40798840	CpG: 100	1291	100	766	15.5	59.3	0.89
896	chr5	40835139	40835771	CpG: 52	632	52	353	16.5	55.9	1.06
901	chr5	41509681	41510064	CpG: 26	383	26	215	13.6	56.1	0.87
901	chr5	41510222	41510549	CpG: 28	327	28	210	17.1	64.2	0.83
904	chr5	41869561	41870774	CpG: 104	1213	104	804	17.1	66.3	0.78
904	chr5	41903930	41904377	CpG: 33	447	33	292	14.8	65.3	0.69
904	chr5	41925187	41925614	CpG: 53	427	53	318	24.8	74.5	0.9
908	chr5	42423428	42423645	CpG: 21	217	21	143	19.4	65.9	0.9
908	chr5	42424236	42424945	CpG: 60	709	60	435	16.9	61.4	0.95
912	chr5	42924112	42924568	CpG: 47	456	47	311	20.6	68.2	0.89
912	chr5	42944164	42944480	CpG: 25	316	25	200	15.8	63.3	0.79
912	chr5	42950974	42952308	CpG: 105	1334	105	812	15.7	60.9	0.85
913	chr5	42991931	42992853	CpG: 82	922	82	573	17.8	62.1	0.92
913	chr5	42994524	42994834	CpG: 27	310	27	171	17.4	55.2	1.15
913	chr5	42995020	42995313	CpG: 21	293	21	149	14.3	50.9	1.11
913	chr5	43000241	43000689	CpG: 34	448	34	284	15.2	63.4	0.76
913	chr5	43017866	43018566	CpG: 67	700	67	426	19.1	60.9	1.04
913	chr5	43037157	43037418	CpG: 22	261	22	145	16.9	55.6	1.09
913	chr5	43040243	43040531	CpG: 23	288	23	148	16	51.4	1.21
913	chr5	43040743	43041059	CpG: 24	316	24	180	15.2	57	0.94
913	chr5	43042005	43043375	CpG: 124	1370	124	832	18.1	60.7	0.98
913	chr5	43066296	43066909	CpG: 66	613	66	393	21.5	64.1	1.05
913	chr5	43120824	43121903	CpG: 118	1079	118	741	21.9	68.7	0.94
914	chr5	43191872	43193053	CpG: 105	1181	105	792	17.8	67.1	0.79
915	chr5	43313089	43313822	CpG: 68	733	68	484	18.6	66	0.85
916	chr5	43396795	43397262	CpG: 51	467	51	305	21.8	65.3	1.04
916	chr5	43483417	43484453	CpG: 88	1036	88	661	17	63.8	0.84
916	chr5	43515031	43515247	CpG: 17	216	17	135	15.7	62.5	0.82
917	chr5	43556317	43557501	CpG: 132	1184	132	815	22.3	68.8	0.94
917	chr5	43602875	43603548	CpG: 62	673	62	440	18.4	65.4	0.89
926	chr5	44808945	44809590	CpG: 69	645	69	396	21.4	61.4	1.14
933	chr5	45695292	45696408	CpG: 100	1116	100	692	17.9	62	0.94
969	chr5	50440773	50441466	CpG: 79	693	79	499	22.8	72	0.89
971	chr5	50666433	50667943	CpG: 138	1510	138	988	18.3	65.4	0.86
973	chr5	50969251	50969903	CpG: 53	652	53	425	16.3	65.2	0.77
977	chr5	51382798	51383381	CpG: 52	583	52	347	17.8	59.5	1.01
977	chr5	51387451	51387781	CpG: 28	330	28	214	17	64.8	0.81
977	chr5	51389619	51390314	CpG: 53	695	53	452	15.3	65	0.72
977	chr5	51399150	51399518	CpG: 42	368	42	231	22.8	62.8	1.16
987	chr5	52788112	52788453	CpG: 34	341	34	233	19.9	68.3	0.85
987	chr5	52799977	52800191	CpG: 29	214	29	146	27.1	68.2	1.17
989	chr5	52988885	52989659	CpG: 63	774	63	510	16.3	65.9	0.75
990	chr5	53109439	53109937	CpG: 44	498	44	318	17.7	63.9	0.87
993	chr5	53479703	53480682	CpG: 94	979	94	572	19.2	58.4	1.13
993	chr5	53481958	53482166	CpG: 26	208	26	149	25	71.6	1
993	chr5	53560835	53561040	CpG: 16	205	16	128	15.6	62.4	0.9
999	chr5	54310102	54310968	CpG: 59	866	59	498	13.6	57.5	0.83
1000	chr5	54517549	54519476	CpG: 192	1927	192	1247	19.9	64.7	0.95
1003	chr5	54883535	54884343	CpG: 84	808	84	569	20.8	70.4	0.84
1005	chr5	55172955	55173496	CpG: 47	541	47	321	17.4	59.3	0.99
1005	chr5	55176393	55176701	CpG: 34	308	34	225	22.1	73.1	0.84
1006	chr5	55220521	55221091	CpG: 55	570	55	382	19.3	67	0.86
1006	chr5	55223226	55223800	CpG: 54	574	54	376	18.8	65.5	0.88
1006	chr5	55226474	55227705	CpG: 134	1231	134	865	21.8	70.3	0.88
1006	chr5	55227848	55228073	CpG: 18	225	18	131	16	58.2	1.01
1006	chr5	55231491	55231932	CpG: 38	441	38	303	17.2	68.7	0.73
1006	chr5	55232267	55232576	CpG: 25	309	25	203	16.2	65.7	0.78
1006	chr5	55232986	55234335	CpG: 133	1349	133	878	19.7	65.1	0.93
1006	chr5	55307381	55308076	CpG: 60	695	60	421	17.3	60.6	0.94
1008	chr5	55530782	55530998	CpG: 23	216	23	148	21.3	68.5	0.95
1008	chr5	55534320	55535292	CpG: 115	972	115	714	23.7	73.5	0.88
1010	chr5	55712008	55712540	CpG: 48	532	48	343	18	64.5	0.88
1010	chr5	55737866	55738165	CpG: 30	299	30	190	20.1	63.5	1.01
1010	chr5	55821745	55822138	CpG: 45	393	45	286	22.9	72.8	0.87
1012	chr5	55994507	55995561	CpG: 107	1054	107	720	20.3	68.3	0.87
1015	chr5	56480777	56481406	CpG: 59	629	59	413	18.8	65.7	0.87
1018	chr5	56814478	56814708	CpG: 20	230	20	146	17.4	63.5	0.86
1018	chr5	56814898	56817082	CpG: 225	2184	225	1404	20.6	64.3	1
1019	chr5	56909135	56910517	CpG: 113	1382	113	847	16.4	61.3	0.88
1019	chr5	56950708	56952524	CpG: 191	1816	191	1269	21	69.9	0.88
1021	chr5	57173191	57174694	CpG: 141	1503	141	996	18.8	66.3	0.85
1031	chr5	58459507	58460976	CpG: 157	1469	157	992	21.4	67.5	0.94
1031	chr5	58582898	58583350	CpG: 37	452	37	276	16.4	61.1	0.89
1035	chr5	59039009	59040054	CpG: 120	1045	120	737	23	70.5	0.93
1041	chr5	59893219	59893681	CpG: 47	462	47	257	20.3	55.6	1.32
1048	chr5	60699547	60700504	CpG: 87	957	87	618	18.2	64.6	0.87
1048	chr5	60743760	60744008	CpG: 16	248	16	154	12.9	62.1	0.68
1049	chr5	60843532	60844538	CpG: 113	1006	113	699	22.5	69.5	0.94
1049	chr5	60944952	60945663	CpG: 56	711	56	439	15.8	61.7	0.83
1051	chr5	61162013	61162827	CpG: 73	814	73	540	17.9	66.3	0.82
1052	chr5	61330678	61333982	CpG: 341	3304	341	2098	20.6	63.5	1.03
1055	chr5	61625707	61626645	CpG: 74	938	74	655	15.8	69.8	0.65
1060	chr5	62305790	62307103	CpG: 141	1313	141	850	21.5	64.7	1.03
1061	chr5	62403523	62404050	CpG: 57	527	57	372	21.6	70.6	0.88
1061	chr5	62412567	62413229	CpG: 63	662	63	428	19	64.7	0.93
1072	chr5	63959217	63959580	CpG: 32	363	32	231	17.6	63.6	0.88
1072	chr5	63960721	63962059	CpG: 100	1338	100	827	14.9	61.8	0.78
1074	chr5	64165621	64166279	CpG: 82	658	82	466	24.9	70.8	1
1077	chr5	64505954	64506778	CpG: 73	824	73	536	17.7	65	0.84
1078	chr5	64690362	64691147	CpG: 78	785	78	557	19.9	71	0.79
1079	chr5	64768416	64768711	CpG: 25	295	25	183	16.9	62	0.89
1081	chr5	65035405	65035968	CpG: 47	563	47	324	16.7	57.5	1.01
1081	chr5	65102872	65103389	CpG: 48	517	48	325	18.6	62.9	0.95
1085	chr5	65562948	65563456	CpG: 43	508	43	298	16.9	58.7	0.99
1085	chr5	65624087	65624461	CpG: 30	374	30	241	16	64.4	0.78
1086	chr5	65721776	65722685	CpG: 90	909	90	611	19.8	67.2	0.89
1087	chr5	65924931	65926588	CpG: 158	1657	158	971	19.1	58.6	1.11
1089	chr5	66144008	66144936	CpG: 79	928	79	488	17	52.6	1.23
1093	chr5	66596049	66597711	CpG: 151	1662	151	1112	18.2	66.9	0.81
1096	chr5	67003940	67004146	CpG: 21	206	21	129	20.4	62.6	1.04
1097	chr5	67163207	67163767	CpG: 48	560	48	378	17.1	67.5	0.76
1105	chr5	68215044	68216558	CpG: 159	1514	159	1076	21	71.1	0.83
1112	chr5	69093850	69094507	CpG: 62	657	62	398	18.9	60.6	1.03
1112	chr5	69166848	69167313	CpG: 38	465	38	304	16.3	65.4	0.77
1112	chr5	69189388	69189750	CpG: 34	362	34	229	18.8	63.3	0.94
1113	chr5	69217687	69218373	CpG: 68	686	68	458	19.8	66.8	0.9
1113	chr5	69234770	69235174	CpG: 35	404	35	257	17.3	63.6	0.88
1113	chr5	69332595	69332912	CpG: 35	317	35	227	22.1	71.6	0.9
1114	chr5	69369260	69370039	CpG: 76	779	76	528	19.5	67.8	0.86
1114	chr5	69414980	69415693	CpG: 85	713	85	507	23.8	71.1	0.95
1115	chr5	69492324	69493996	CpG: 164	1672	164	1159	19.6	69.3	0.82
1115	chr5	69559982	69560334	CpG: 39	352	39	234	22.2	66.5	1.01
1119	chr5	70025197	70025707	CpG: 61	510	61	369	23.9	72.4	0.93
1119	chr5	70049539	70049994	CpG: 43	455	43	286	18.9	62.9	0.96
1122	chr5	70415129	70415481	CpG: 39	352	39	235	22.2	66.8	1
1125	chr5	70900615	70901125	CpG: 61	510	61	369	23.9	72.4	0.93
1126	chr5	70924957	70925412	CpG: 43	455	43	286	18.9	62.9	0.96
1127	chr5	71067562	71067914	CpG: 39	352	39	235	22.2	66.8	1
1130	chr5	71455808	71456060	CpG: 23	252	23	178	18.3	70.6	0.73
1131	chr5	71587109	71587586	CpG: 49	477	49	339	20.5	71.1	0.81
1132	chr5	71719090	71719888	CpG: 63	798	63	526	15.8	65.9	0.74
1135	chr5	72107050	72109041	CpG: 160	1991	160	1268	16.1	63.7	0.8
1136	chr5	72307989	72308574	CpG: 66	585	66	415	22.6	70.9	0.91
1136	chr5	72320180	72320518	CpG: 31	338	31	212	18.3	62.7	0.93
